BotName;QA;ResponseType;Value;ArchitecturalAlternative;Level;Generator
m1;Modifiability;AffectedComponents;5;stplus-ps1-436-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-436-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-444-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-444-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-444-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-444-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps1-444-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps1-444-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-444-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-444-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-444-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-444-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-444-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-444-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-444-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-444-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;110.5;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-444-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-494-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-494-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-494-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-494-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps1-494-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps1-494-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-494-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-494-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-494-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-494-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-494-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-494-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-494-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-494-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;110.5;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-64-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-64-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps1-64-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps1-64-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-64-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-64-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps1-64-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-64-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;110.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps2-209-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps2-209-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-209-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-209-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps2-209-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps2-209-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;123.0;stplus-ps2-209-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps2-209-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps2-209-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;110.5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;119.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-22-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-22-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-22-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-22-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-22-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-22-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-22-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;110.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-325-mod-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-325-mod-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-325-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-325-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-325-mod-wrapper(IBooking);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;Complexity;115.0;stplus-ps2-325-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-325-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-325-mod-split(PaymentSystem);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;4;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;Complexity;111.0;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m1;Modifiability;AffectedComponents;3;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
